"ID","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8_1","Q8_2","Q8_3","Q8_4","Q8_5","Q8_6","Q8_7","Q8_8","Q8_9","Q8_10","Q8_11","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Latitude","Longitude","mobile_money","savings","borrowing","insurance","mobile_money_classification"
2687,25,2,1,3,4,2,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,5,1,5,4,-1,1,1,-2.55494267,33.05497023,1,0,0,0,2
9117,18,2,1,3,2,2,2,0,0,0,1,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,4,-11.07810971,38.27464394,0,1,0,0,1
7012,42,1,1,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,-1,2,-1,2,-1,1,-1,5,5,-6.20812908,39.38593893,0,0,1,0,1
2038,37,2,1,2,3,2,2,0,0,1,0,0,0,0,0,0,0,0,-1,-1,5,2,-1,2,-1,1,-1,4,4,-10.13107412,39.13990847,0,0,1,0,1
7484,41,2,3,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,3,-1,2,-1,2,-1,1,-1,1,4,-4.5452376,31.96532385,0,0,0,1,1
8856,22,2,1,1,3,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-4.80108247,32.43040344,0,0,0,0,0
2472,40,1,2,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,6,1,4,5,-1,1,4,-7.11877724,37.80532766,1,0,1,0,3
6636,96,2,3,1,5,2,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,1,3,1,-1,4,4,-5.44534989,38.03467421,0,0,0,0,0
5689,46,2,1,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,2,-1,1,2,5,-1,1,4,-10.24861946,38.6971418,1,0,0,0,2
7863,30,2,1,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-8.54654624,32.54826326,0,0,0,0,0
8167,20,2,1,2,3,2,2,0,1,0,0,0,0,0,0,1,0,0,-1,3,-1,2,-1,2,-1,1,-1,5,4,-4.87416608,36.79102922,0,0,0,0,0
801,25,2,2,3,4,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,1,-2.87965187,32.23384534,0,1,0,0,1
8921,28,2,1,3,1,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,4,5,-1,1,4,-2.02664168,33.46305856,1,0,1,0,3
6491,42,2,2,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-1.23694471,30.94802008,1,0,0,0,2
6851,32,2,1,3,3,1,2,0,1,0,0,0,0,0,0,0,0,0,-1,5,-1,2,-1,2,-1,1,-1,1,1,-1.93992793,32.86013344,0,1,1,0,1
6992,27,2,3,3,1,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-8.23730215,35.4362352,0,0,1,0,1
2407,38,1,1,1,3,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-2.77593492,33.79541843,0,0,1,0,1
359,56,1,3,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,7,-1,1,4,1,2,4,4,1,2,-5.07862981,39.12394121,1,0,0,0,2
5871,44,1,2,2,5,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-3.01518257,33.04970662,1,1,1,0,3
5361,60,2,1,1,3,2,1,0,1,0,0,0,0,0,0,1,0,0,-1,1,-1,2,-1,1,2,1,1,5,4,-4.53682854,38.24079425,1,1,0,1,3
6835,42,2,2,3,4,2,1,0,1,0,1,0,1,0,0,0,0,0,-1,1,-1,1,5,1,2,1,-1,1,2,-1.24817608,31.66149115,1,1,1,0,3
91,26,2,1,5,1,2,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,3,1,4,3,1,1,1,-6.83337887,39.2408126,1,0,0,0,2
5988,59,2,2,3,3,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,2,-1,2,-1,1,-1,2,4,-8.53584776,32.94236098,0,1,1,0,1
1575,24,2,1,3,5,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,2,-1,2,-1,1,1,1,4,-7.89760321,31.59961145,1,1,1,0,3
4364,57,1,1,3,3,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,3,-7.95142479,35.78691308,0,1,0,0,1
3029,55,2,3,2,1,2,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,1,-1,5,5,-5.03712542,38.88050542,0,0,0,0,0
8759,17,1,4,5,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-7.2778794,31.0418043,0,1,0,0,1
8633,40,2,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-9.44263315,33.55586547,0,0,0,0,0
736,26,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,8,-1,2,-1,2,-1,1,1,4,4,-6.1388007,39.23037822,0,0,0,0,0
9085,34,1,1,3,4,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,3,2,-1,1,-1,1,2,-2.01541998,33.94363029,1,1,1,0,3
1446,36,2,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-4.47048155,35.6945137,0,0,0,0,0
3059,31,1,4,6,3,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,4,2,-1,5,1,1,1,-6.17430709,39.2125491,1,1,1,0,3
5604,20,2,1,3,5,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-8.185828,31.52244879,0,0,1,0,1
1104,31,1,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,2,-1,2,-1,5,3,1,4,-6.7171758,38.73739484,1,1,1,0,3
8439,22,2,1,3,3,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,2,-1,2,-1,2,-1,1,-1,1,4,-4.07884572,37.13652202,0,1,0,0,1
1036,40,2,1,2,1,2,2,0,1,0,0,0,0,0,0,1,0,0,-1,6,-1,1,6,2,-1,1,-1,2,4,-2.54861654,32.98185632,1,1,1,0,3
1922,24,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,1,3,1,3,5,-1,1,2,-2.55224272,32.91020468,1,1,1,0,3
9285,27,2,1,3,4,2,1,1,0,0,0,0,0,0,0,1,0,0,2,-1,-1,1,3,2,-1,5,-1,1,4,-6.86769601,39.28217024,1,1,0,0,3
3130,35,2,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,3,5,-1,2,4,-2.9611804,34.16304464,1,0,0,0,2
2009,62,2,3,1,5,1,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,1,4,1,-1,4,4,-2.63665391,32.27991884,1,0,1,0,3
7163,26,2,1,6,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,1,-9.56934547,34.87791777,0,0,0,1,1
2696,25,2,1,6,4,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,4,-1,2,-1,2,-1,1,-1,4,4,-2.65640513,31.57545993,1,0,1,0,3
2519,52,1,1,2,5,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,7,-1,2,-1,2,-1,5,-1,1,2,-2.66260048,32.64004717,1,1,0,0,3
3572,70,2,3,1,1,2,2,0,1,0,0,0,0,0,0,1,0,0,-1,1,-1,2,-1,1,4,1,-1,2,2,-3.56517458,36.9517455,0,0,1,0,1
5331,38,1,1,3,1,2,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,1,2,1,-1,1,1,-1.08770457,31.80654826,1,0,0,0,2
2529,44,2,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,3,4,1,4,-8.87516069,34.82138037,1,1,0,0,3
2036,32,2,1,3,1,2,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,1,6,5,1,1,4,-8.81819383,34.84047608,1,0,0,0,2
4469,29,2,1,6,3,2,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,4,-5.2460481,39.7814158,0,0,1,0,1
7485,17,1,4,2,3,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-4.54529286,31.96515602,0,0,0,0,0
6830,28,1,1,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,4,-1,2,-1,2,-1,1,-1,1,2,-6.1493956,39.51521031,0,1,1,0,1
6179,72,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-10.86128965,39.02939644,0,1,0,0,1
6677,58,2,1,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,1,5,1,-1,1,4,-5.70209529,34.49523664,1,0,0,0,2
4859,41,2,1,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,1,-1,1,4,-6.74338751,30.40856957,0,1,0,0,1
5917,32,2,1,3,1,2,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,1,-1,1,4,-6.80213751,39.04798902,0,1,0,0,1
1807,51,1,1,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,4,1,3,1,-1,1,1,-2.74038488,31.39077198,1,0,0,0,2
5237,19,1,4,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-4.20527861,34.83163335,0,0,0,0,0
5456,40,2,1,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-8.06282746,36.00711817,0,1,1,1,1
845,45,1,1,3,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,4,2,-1,5,1,1,4,-3.6720289,33.43526981,1,1,1,1,3
2262,31,2,1,1,3,2,1,0,1,0,0,0,0,0,0,1,0,0,-1,9,-1,2,-1,2,-1,1,-1,4,4,-9.32033373,32.78026171,0,0,1,0,1
4662,34,2,1,3,2,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-11.11743734,35.18501268,0,0,0,0,0
3761,27,1,1,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,1,-2.19838018,31.44757958,0,1,1,0,1
6631,25,2,2,3,4,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,5,-1,1,5,1,1,5,5,1,4,-8.93670526,33.34807743,1,0,0,0,2
1651,36,2,1,3,1,2,1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,1,6,2,-1,5,4,1,4,-9.08167891,34.80899277,1,1,1,0,3
2724,20,2,1,3,1,2,1,0,1,0,0,0,0,0,0,1,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-4.64549883,35.04322006,0,1,0,1,1
7433,74,1,1,3,1,2,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,1,3,1,-1,1,4,-4.6192846,35.76661983,0,0,0,0,0
701,27,2,1,4,1,2,1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,1,3,1,-1,1,1,-6.58017743,39.08223741,1,1,0,0,3
8717,25,1,4,3,5,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,4,1,4,5,5,1,1,-6.85716376,39.27357967,1,1,1,0,3
4036,56,1,1,2,1,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,5,5,-1,1,4,-9.86185961,38.89358617,1,0,0,0,2
901,25,2,1,1,3,2,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,4,4,-7.94540761,31.63785714,0,0,0,0,0
1378,29,2,1,5,3,2,1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,1,6,5,4,1,1,-7.98046628,31.63573997,1,0,0,0,2
5435,25,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-6.36008465,37.13778618,0,0,1,0,1
3173,49,2,1,2,3,2,2,0,1,0,0,0,1,0,0,0,0,0,-1,1,-1,2,-1,1,2,1,-1,4,4,-4.6732962,29.99765091,1,1,0,0,3
3129,16,1,4,2,3,2,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,1,-2.96177056,34.16602392,0,0,0,0,0
6459,54,2,1,3,5,2,1,1,0,0,0,1,0,0,0,0,0,0,1,-1,-1,1,4,1,4,1,-1,1,1,-5.06666785,31.93905796,1,1,0,1,3
3083,50,1,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,6,1,3,4,4,1,4,-8.18997413,31.84972569,1,0,1,0,3
7592,16,2,4,5,3,2,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,1,-3.47784492,37.57739392,0,0,1,0,1
9392,34,2,1,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,3,-1,2,-1,2,-1,1,-1,4,4,-2.50897012,35.60500372,0,0,0,0,0
1596,31,1,1,6,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,4,1,3,1,-1,1,4,-5.26293153,39.78370892,1,0,0,0,2
3741,45,2,2,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-11.03923553,34.75533769,0,0,1,0,1
512,17,2,4,5,3,2,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,1,4,5,-1,1,1,-10.27417811,40.17478375,1,0,1,1,3
4030,54,1,1,2,3,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,6,-1,2,-1,2,-1,1,-1,4,4,-9.86029584,38.89422493,0,0,0,0,0
7374,29,1,1,6,4,1,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,5,1,3,5,-1,1,1,-7.3743287,30.6293202,1,1,1,0,3
2635,23,1,4,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,6,-1,-1,1,3,2,-1,5,5,1,2,-8.56958584,34.45041594,1,1,0,0,3
8235,38,2,1,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,1,1,1,4,-6.88307264,39.25367196,1,0,0,0,2
872,46,1,1,5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,4,2,-1,2,-1,1,1,1,1,-5.0772825,39.10378507,1,0,0,1,3
1383,26,1,1,6,4,2,1,1,0,0,0,0,0,0,0,0,0,0,2,-1,-1,1,5,2,-1,1,1,1,2,-8.91142002,33.4346769,1,0,1,0,3
4440,23,2,1,3,3,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,3,-1,2,-1,2,-1,1,-1,1,2,-5.04267283,33.49186685,0,1,0,0,1
3020,38,1,1,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,5,1,1,1,-9.29620383,32.77090071,1,1,0,0,3
4510,34,1,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,3,-1,1,1,-8.84747563,34.82358236,1,1,0,0,3
3155,73,2,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,5,3,-1,4,4,-3.35181514,37.02197668,1,1,0,1,3
3564,50,1,1,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-5.32907123,34.51966849,0,0,0,0,0
1291,17,1,4,5,5,2,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,1,-1,1,1,-6.89116576,38.56030072,0,0,1,0,1
1198,82,1,1,4,1,2,1,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,1,1,1,-8.89749715,33.45377096,0,1,0,1,1
3450,54,2,1,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,1,3,1,-1,4,4,-8.57166321,33.45149062,1,0,0,1,3
1958,51,1,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,4,1,2,1,-1,1,4,-6.57588598,36.05810464,1,1,1,0,3
5122,17,1,4,5,3,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,3,-1,2,-1,2,-1,1,-1,1,1,-10.9426406,39.24212008,0,0,1,0,1
5983,53,2,1,2,3,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-3.51737679,32.39406938,0,0,0,1,1
690,29,2,1,3,5,1,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-9.17410973,32.86404263,0,0,0,0,0
5542,27,1,1,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,1,5,1,5,5,-1,1,4,-11.02836821,39.25390629,1,1,1,0,3
3977,38,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,5,1,3,1,-1,1,2,-1.37083083,34.08924282,1,1,1,0,3
5383,49,2,3,3,3,2,2,0,1,0,0,0,0,0,1,0,0,0,-1,1,-1,2,-1,1,5,1,-1,4,5,-8.20494444,35.99792003,0,0,1,0,1
1831,23,1,1,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,5,-6.33142275,31.06528121,0,1,0,0,1
5455,33,2,1,3,4,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,4,-4.18968517,35.02099773,0,0,0,1,1
8583,50,2,2,1,1,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,5,-1,2,-1,2,-1,1,-1,1,4,-8.29583514,34.90754962,0,0,1,0,1
2269,70,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-4.34121254,35.39678167,0,1,0,0,1
7532,43,2,1,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,1,4,1,2,4,3,1,1,-8.59079023,35.15395863,1,0,1,1,3
9200,32,2,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,5,1,4,-10.51843259,38.68013041,1,1,0,0,3
7884,19,2,1,2,3,2,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,1,-1,4,4,-3.80854991,32.22602764,0,0,0,0,0
232,29,1,1,6,5,2,1,1,0,0,0,0,0,0,0,0,0,0,2,-1,-1,1,4,1,5,4,4,1,1,-6.79860301,39.16721521,1,1,1,0,3
7918,28,2,1,3,5,2,2,0,1,0,1,0,0,0,0,1,0,0,-1,1,-1,1,6,1,3,4,-1,1,4,-8.16751063,36.33343123,1,1,1,0,3
1770,55,1,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,6,1,4,1,-1,1,4,-3.42608387,30.73259574,1,0,0,1,3
1188,38,2,1,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,7,-1,2,-1,2,-1,1,-1,1,4,-3.83053907,30.63430509,1,0,1,0,3
8473,76,2,3,1,1,2,2,0,1,0,1,0,0,0,0,1,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-8.49717792,35.59163105,0,0,1,0,1
1907,27,2,1,6,5,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,1,5,4,1,1,-9.29483485,32.75984732,1,0,1,0,3
5586,28,2,1,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-5.50538407,32.4911307,0,0,0,0,0
1372,30,1,1,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,-1,1,1,1,5,5,4,1,1,-7.95752968,31.6170668,1,1,1,0,3
8064,31,1,1,1,1,2,1,0,1,0,1,0,0,0,0,1,0,0,-1,1,-1,2,-1,1,1,1,-1,4,4,-10.61872681,38.8115614,1,1,0,0,3
7321,46,2,3,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,4,4,-10.71867247,38.77085066,0,0,0,0,0
3209,63,1,2,1,3,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-10.85974969,39.78382715,0,0,0,0,0
2285,25,1,1,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,1,5,1,5,1,-1,1,4,-10.82198811,39.53047277,1,1,1,1,3
58,33,1,1,3,5,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,10,-1,1,4,2,-1,3,1,1,4,-6.83325184,39.24086096,1,1,0,0,3
27,26,1,4,3,5,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,4,4,-6.78474967,39.1575091,0,1,0,0,1
1155,28,1,1,5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,4,2,-1,1,4,1,-1,1,2,-6.77499766,37.75401095,1,1,1,0,3
3773,51,2,3,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,4,1,-1,2,4,-8.07444694,31.93379354,1,0,1,1,3
8544,29,2,1,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,4,2,-1,1,-1,1,4,-8.52015161,39.09367215,1,1,1,0,3
8291,38,2,3,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,3,-1,1,6,1,2,1,4,1,4,-8.56326185,35.33710292,1,1,1,0,3
2424,20,1,4,3,5,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,1,3,1,5,1,-1,1,1,-7.29147416,36.0615354,1,0,0,0,2
8756,68,2,3,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-3.53595709,32.41698614,0,0,0,0,0
8524,43,2,1,4,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,1,3,2,-1,5,5,1,1,-6.88121156,39.2866922,1,0,1,0,3
6384,21,1,1,2,3,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-8.61112414,31.29042935,0,0,0,0,0
2235,45,2,2,3,5,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,2,4,-7.25247928,37.73302917,0,0,1,0,1
5556,49,1,1,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,6,-1,1,5,1,3,5,5,1,4,-8.0479453,35.4685884,1,1,1,0,3
7809,48,1,1,6,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,-1,-1,1,2,1,2,4,4,1,1,-8.58417589,35.20689747,1,1,1,1,3
5929,60,1,4,1,5,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-9.46825783,33.95033025,0,1,0,0,1
7996,64,2,3,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,4,4,-1.85800646,33.05043171,0,1,0,0,1
5812,17,1,4,2,4,2,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,4,4,-5.40327089,38.61076092,0,0,0,0,0
1288,20,2,2,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,4,4,-4.14192806,33.45479288,0,1,0,0,1
125,28,2,4,7,5,2,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,1,3,1,1,1,1,-6.88523227,39.15515724,1,1,0,0,3
799,38,1,1,3,5,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,2,-8.86394403,34.01013455,0,1,0,0,1
2042,21,2,1,3,5,2,2,0,1,0,0,0,0,0,0,1,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-1.81350738,33.39918096,0,0,0,0,0
9358,18,1,4,6,3,2,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,4,1,3,1,-1,1,4,-6.80891661,39.10798225,1,0,1,0,3
5,28,2,4,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,2,1,3,1,1,1,4,-6.81988387,39.23896332,1,0,0,0,2
2944,32,2,1,1,4,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,2,-1,2,-1,1,-1,4,4,-9.29651785,32.77075096,0,0,0,0,0
8938,30,2,1,2,3,2,2,0,0,0,1,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,4,-3.54105604,33.13699853,0,0,0,0,0
4580,19,1,4,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,2,2,-1,1,-1,1,4,-9.86152474,38.89591419,1,0,0,0,2
5067,17,2,4,5,5,2,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,2,-5.97008914,39.19655245,0,0,0,0,0
8943,49,1,1,3,5,2,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,4,-7.48122117,31.18948225,0,0,0,1,1
972,65,2,2,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-2.4574978,32.91672709,0,1,0,0,1
9302,30,1,2,3,4,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,2,-1,2,-1,1,-1,1,4,-6.76690395,39.11711141,0,0,0,0,0
3362,22,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,1,-1,4,4,-2.76622619,32.11302174,0,0,0,0,0
1780,27,2,4,2,3,2,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,4,4,-8.01563046,31.60780396,0,0,0,0,0
156,24,1,4,7,5,2,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,3,2,-1,3,5,1,1,-6.84501081,39.27910416,1,1,1,0,3
1339,20,2,4,6,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,4,2,-1,4,1,2,1,-7.95752196,31.61655309,1,1,0,0,3
6635,36,1,1,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,4,2,-1,1,3,1,4,1,4,-5.44325074,38.03570624,1,1,1,0,3
5208,45,1,1,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-4.41015819,34.77273956,0,1,0,0,1
5166,35,2,1,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,5,2,-1,1,-1,1,4,-2.47764147,32.20389098,1,1,0,0,3
